Timestamp,Date,Measure,Brale,Mountain Protocol,Angle,Circle,Tether Holdings,Paxos,Verified USD,Fathom,GMO Trust,Membrane Finance,Societe Generale,Stasis,Gemini,Binance,MakerDAO,Aave,Frax Finance,VNX,First Digital Labs,USDD Protocol,BiLira,AUDC Pty Ltd,Stablecorp Digital Currencies Inc. ,ECDD Company Ltd.,Liquity Protocol,Xfers Pte Ltd,Synthentix Protocol Governed by Synthetix DAO,Beanstalk Protocol Governed by Beanstalk DAO,Blackfridge SC Limited,Transfero,Lugh,PT Rupiah Token Indonesia ,Forte Tech Solutions,Near Bridge,Anchored Coins,Arbitrum L1 Custom Gateway,Optimism Bridge,Wormhole Bridge,LayerZero Aptos Bridge
1707609600000,2024-02-11,Total Asset Value (Dollar),750012.72,151864654.25,21855980.31,32131942302.34,99229513866.09,738787750.99,7136291.28,,32781875.11,1274980.58,12016750.75,133834946.74,,4030354659.55,3689135044.93,34532961.66,649462235.51,41843.14,2759937506.05,739363331.17,38763923.17,65294.12,64699.28,184485.43,153433035.32,15064378.01,49870859.90,40430375.10,1747366.32,2826731.50,5401.88,3349552.52,2061708.15,31018411.52,71382949.68,2026305155.80,487215876.55,20337002.49,45440220.08
1707696000000,2024-02-12,Total Asset Value (Dollar),750012.72,151884684.38,21837823.22,32013622156.73,99230137548.15,691071269.11,7138854.04,,32795897.11,1276824.07,12034125.81,134028459.08,,4030354659.55,3658859752.28,34523049.12,649462235.51,41872.73,2759937506.05,738773483.13,38764177.39,65299.04,64750.99,184752.18,152796734.80,15072673.27,50176806.24,40547908.01,1748880.55,2825678.25,5409.69,3349109.60,2061863.75,31024421.52,71486162.49,2036658535.65,487068848.49,19417463.75,44453194.69
1707782400000,2024-02-13,Total Asset Value (Dollar),750012.72,151904714.50,21059681.54,32056890824.98,99229114894.15,641071270.61,7143827.62,,32772336.34,1244671.12,12005561.18,133710324.30,,4030354659.55,3652402861.78,34511457.49,649462235.51,41795.01,2811898886.05,738675249.62,25889607.73,65339.59,64762.04,184313.64,152753336.11,15078431.62,50428998.78,40589179.40,1368150.89,2826170.34,5396.85,3356093.25,2063143.96,30983926.08,71316480.36,2038872537.92,489079315.89,19045078.89,44898005.82
1707868800000,2024-02-14,Total Asset Value (Dollar),750012.72,151924744.63,21053799.56,32204008612.86,99226550962.27,620613343.82,7151301.35,,32651580.28,1237330.53,11934756.99,132921752.20,,4030354659.55,3656801653.44,34506306.00,649462235.51,41247.82,2833875886.05,738695011.24,25883068.90,64575.38,64229.98,183226.63,153071750.21,15008006.22,48487074.74,40958363.90,1364174.17,2826198.86,5365.02,3343903.20,2039013.56,31133424.66,70895883.17,2040387421.38,491062923.54,18974624.28,45182875.87
1707955200000,2024-02-15,Total Asset Value (Dollar),750012.72,151944774.76,21035958.43,29002292468.61,99227490251.41,604933842.38,6983232.87,,32600784.35,1322096.53,11960524.23,133208731.37,,4030354649.55,3687812224.40,34499657.38,649462235.51,41352.91,2841575618.35,739161125.59,25858258.97,65036.61,64363.99,183622.22,153195539.08,15046128.35,49253425.33,41120299.53,1361780.26,2816259.67,5376.60,3348900.44,2053577.13,31209949.77,71048947.98,2026282418.21,489883936.56,18810597.68,45814697.85
1708041600000,2024-02-16,Total Asset Value (Dollar),750012.72,151964804.88,21065053.88,29001195106.34,99229158564.59,604933842.38,7065521.72,,32655944.20,1327207.89,12006764.83,133723729.90,,4030354649.55,3665057535.91,34495622.84,649462235.51,41605.66,2843465315.65,739107573.78,32304179.40,65304.12,64714.19,184332.12,153189962.64,15068396.72,49196007.16,41132297.35,137692.72,2814749.29,5397.39,3340191.26,2062023.85,31098828.95,71323630.45,2022428946.63,497529264.34,18517774.85,45990463.26
1708128000000,2024-02-17,Total Asset Value (Dollar),750012.72,151984868.30,21075884.02,29007355378.37,99229374630.83,604933842.38,9068683.68,,32631004.03,1327863.28,12012693.98,133789764.90,,4030354649.55,3677271124.55,34490292.38,649462235.51,41563.57,2843465315.65,739002808.70,32268630.33,65359.50,64615.73,184423.15,153006649.24,15047568.73,49950066.29,41132815.78,137701.29,2818583.86,5400.05,3344294.31,2063772.77,31128828.54,71358851.24,2029942787.75,500977087.53,19074579.58,45488915.62
1708214400000,2024-02-18,Total Asset Value (Dollar),750012.72,152004931.71,21072424.16,28956744935.87,99229289030.84,604933842.38,7080458.93,,32631004.17,1327599.65,12010308.94,133763201.95,,4030354649.55,3685753721.81,34485713.63,649462235.51,41562.32,2843465315.65,738932737.64,32268630.96,65359.50,64615.73,184386.53,152645158.73,15047592.50,50151034.46,41338390.39,137701.11,2818583.86,5398.98,3344298.17,2063772.77,31128011.90,71344683.48,2031136305.92,505039136.03,19080315.61,45592404.01
1708300800000,2024-02-19,Total Asset Value (Dollar),750012.72,152024995.13,21088372.74,28927368937.53,99229609672.32,604933842.38,7095708.85,,32639525.07,1303496.66,12019158.08,133861757.94,,4030354649.55,3709325995.30,34482969.87,649462235.51,41565.78,2836465315.65,738880574.16,32268349.96,65423.68,64655.52,184522.39,152954753.19,15071364.58,50405802.37,41458738.53,137810.10,2818036.18,5402.96,3344044.18,2065799.19,30993106.66,71397249.85,2039923476.01,511016445.08,19027640.77,48703117.72
1708387200000,2024-02-20,Total Asset Value (Dollar),750012.72,152045058.54,21071860.28,28902946347.11,100229263582.23,604933842.38,7498256.19,,32626006.31,1302458.40,12009584.52,133755133.76,,4030354649.55,3689410765.96,34474524.09,649462235.51,41465.58,2793465335.65,738949561.48,46814777.25,65355.18,64553.28,184375.41,151597869.29,15059980.41,51235284.80,41499473.98,137556.37,2823985.07,5398.66,3345524.42,2063636.19,30991670.97,71340380.18,2050233411.03,519224490.55,18986582.04,49916544.66
1708473600000,2024-02-21,Total Asset Value (Dollar),750012.72,152065121.96,21195337.88,28959990630.86,100230671829.21,604933842.38,7316440.44,,32655769.07,1306694.86,12048647.74,134190195.18,,4030354649.55,3684400434.80,34474524.09,649462235.51,41509.27,2856913634.09,738815056.74,53218271.76,65583.40,64440.07,184975.12,150914848.53,16503879.91,51142314.55,41506694.89,137966.31,2840966.74,5416.22,3340251.52,2070842.49,31002478.96,71572426.96,2079507227.81,525893957.31,18919684.34,50198728.06
1708560000000,2024-02-22,Total Asset Value (Dollar),750022.72,152085185.38,21166976.16,28905470149.82,100231062490.53,604933842.38,7321817.61,,32618541.27,1307860.04,12059391.53,134309852.58,,4030354649.55,3657469883.39,34465380.23,649462235.51,41634.00,3107825285.59,738710014.90,21055235.76,65580.01,64569.43,185140.06,150542848.29,16500749.41,51171379.87,41562493.04,138107.26,2835653.62,5421.05,3343260.56,2070735.27,30931977.13,71636248.09,2077725168.76,524750244.83,18917185.64,49937509.49
1708646400000,2024-02-23,Total Asset Value (Dollar),750022.72,152105248.79,21177425.81,29005021141.23,101231253094.63,604933842.38,7324860.82,,32608160.98,1308979.75,12064874.87,134370922.55,,4000992427.55,3677052235.80,34440573.90,649462235.51,41594.12,3306729237.09,738446304.86,37104158.62,65639.84,64636.43,186306.78,150185165.57,16516576.38,49652567.59,41564169.43,138373.22,2820287.27,5423.51,3355978.12,2072624.50,30875426.70,71668820.71,2089247809.01,528304826.28,18858650.68,51213593.20
1708732800000,2024-02-24,Total Asset Value (Dollar),750022.72,152125312.21,21149214.34,29010589771.14,101231423395.04,604933842.38,7326563.72,,32604375.98,1309503.33,12069700.65,134424669.08,,4000992427.55,3695294901.40,34451115.22,649462235.51,41550.34,3306729237.09,738507352.02,37246710.72,65650.14,64548.58,186381.30,149788588.98,16511132.78,48729857.61,41565324.01,138539.98,2802494.22,5425.68,3354827.45,2072949.91,30875037.78,71697487.26,2104986913.81,529561898.62,18297922.25,51148319.94
1708819200000,2024-02-25,Total Asset Value (Dollar),750022.72,152145375.62,21203700.86,29046279217.37,101231519795.00,604933842.38,7329263.60,,32604376.16,1309794.74,12072386.60,134454583.43,,4000992427.55,3697317390.41,34449417.54,649462235.51,41552.07,3306729237.09,738500543.78,37246710.72,65650.16,64548.61,186422.78,148668956.26,16511132.78,48572855.14,41640961.34,138539.95,2802569.02,5426.89,3354827.45,2072950.59,30802757.34,71713442.54,2106265735.66,534458819.39,18355981.80,52001243.84
1708905600000,2024-02-26,Total Asset Value (Dollar),900012.72,152165439.04,21135878.65,29338735155.30,101231000150.26,604933842.39,7353152.47,,32604950.89,1248178.19,12057953.82,134293840.34,,4000992427.55,3714261356.72,34442142.10,649462235.51,41537.59,3306729237.09,738493540.33,45119321.55,65696.30,64503.58,186199.91,147341754.45,16507911.19,48114381.45,45632174.19,138470.39,2803286.01,5420.40,3355300.19,2074407.45,30781080.70,71627707.71,2096971259.22,533687158.65,18285610.25,52313198.17
1708992000000,2024-02-27,Total Asset Value (Dollar),864301.72,152185502.45,21204199.51,29347841483.69,101232254324.61,596944167.39,6917158.42,,32598664.28,1240824.22,12092937.97,134683471.66,,4000992427.55,3684239781.81,34436564.55,649462235.51,41594.99,3306729237.09,738092546.18,53101454.01,65441.53,64536.86,186740.14,146693017.67,16496994.35,49031858.62,45699699.06,138608.96,2811000.38,5436.13,3345488.36,2066362.95,30717814.04,71835523.64,2112829831.52,540202418.34,19195388.26,52435379.93
1709078400000,2024-02-28,Total Asset Value (Dollar),864301.72,152205565.87,21245515.72,29455366892.99,101231893533.96,596944167.39,5939682.59,,32603922.87,1239798.44,12082940.91,134572130.70,95072857.35,4000992427.55,3599697781.19,34429885.59,649462235.51,40506.89,3305539237.09,737891392.40,61095691.82,65488.23,64395.46,186585.76,144734708.07,16500365.20,47719456.87,45821260.74,138576.00,2837511.91,5431.63,3341636.38,2067837.28,30151739.86,71776138.20,2123703682.19,544161752.29,19231730.45,54460428.41
1709164800000,2024-02-29,Total Asset Value (Dollar),864301.72,152225629.28,21290120.43,29531078309.78,101231762808.39,591990508.25,5548198.52,,32591236.68,1239429.07,12079341.08,134532038.02,96584298.89,4000992427.55,3626365452.14,34428402.27,649462235.51,40518.69,3292039237.09,736000966.47,51545146.93,64987.59,64180.89,186530.17,143946704.25,19891983.02,45385980.99,45956966.85,138356.15,2817732.95,5430.01,3329004.79,2052029.33,30165944.28,71754754.15,2135970976.91,546508920.24,19238806.65,54196097.48
1709251200000,2024-03-01,Total Asset Value (Dollar),864301.72,152245692.70,21226032.12,29771022160.82,101245451437.82,552010805.23,6551571.10,,32643765.52,1224664.03,12042573.72,134122546.54,96716164.78,4000992427.55,3464210906.83,35178485.75,649462235.51,40254.31,3252537340.09,735308621.03,59404601.73,65045.01,64207.26,185962.41,142746640.46,19894081.17,45964838.30,45959202.53,137977.31,2816259.20,5413.49,3329646.45,2053842.40,30120963.84,71536345.50,2136680670.26,545953862.21,19283630.62,55152700.91
1709337600000,2024-03-02,Total Asset Value (Dollar),864301.72,152265756.12,21282638.03,29758000377.94,101246994795.98,552010805.23,6560387.96,,32639937.10,1229026.43,12085470.83,134600307.28,96985725.35,4000992427.55,3405616080.12,39424667.84,649462235.51,40289.51,3252537340.09,735395218.34,59224969.88,65327.35,64237.58,186624.83,142207783.62,19915363.47,46664203.71,45959041.39,138288.50,2825618.95,5432.77,3330480.97,2062757.44,30113836.41,71791166.62,2168105209.68,547478332.28,19798109.33,54171081.56
1709424000000,2024-03-03,Total Asset Value (Dollar),864301.72,152285819.53,21318528.34,29732340178.39,102447001189.91,552010805.23,6603688.68,,32639937.10,1229044.56,12085649.15,134602293.30,96985725.35,4000992427.55,3421947818.04,39422667.84,649462235.51,40291.92,3252537340.09,735606756.15,59224969.88,65327.39,64237.58,403507.78,141596522.96,19915364.49,47425207.32,45961156.52,138292.12,2825618.95,5432.85,3330482.56,2062758.69,31021176.77,71792225.90,2170605187.42,550212159.32,19785030.46,55372916.25
1709510400000,2024-03-04,Total Asset Value (Dollar),864301.72,152305882.95,21081119.04,29573220583.00,103446909296.51,522010805.23,6621599.88,,32639053.66,1217946.78,12083186.10,134574861.47,97713749.93,4000992427.55,3388027333.72,39413574.04,649462235.51,40303.23,3212537239.09,735897438.90,67156456.73,65323.45,64299.30,782888.55,141326046.94,19923305.52,47192454.04,46027232.34,138345.88,2825892.57,5431.74,3330958.47,2062634.47,31771253.99,71777594.70,2180689362.38,555515488.65,19613915.76,55754114.94
1709596800000,2024-03-05,Total Asset Value (Dollar),864301.72,152325946.36,20376493.59,29466643574.10,103447427601.67,511913181.19,6629042.06,,32609094.74,1219397.06,12097574.29,134735108.05,97946896.91,4000992427.55,3209432457.36,39405277.73,649462235.51,40220.76,3132073860.72,735466418.65,74709270.35,65117.17,64188.97,783820.78,139204089.85,19928966.29,51579714.95,46180679.37,138670.58,2830360.33,5438.21,3320530.16,2056120.83,31144040.40,71863064.71,2201551739.70,556308280.57,19630548.15,55444620.92
1709683200000,2024-03-06,Total Asset Value (Dollar),864301.72,152346009.78,20378689.92,29811300529.79,103447473552.11,511913181.19,6631597.98,,32647902.97,1219528.50,12098878.26,134749630.79,97999895.51,4000992427.55,3394835439.55,39398069.78,649462235.51,40299.77,3098764893.72,736133372.19,90174339.65,65097.70,64119.00,783905.27,138297028.59,19935874.36,48136139.12,46270156.69,138829.25,2823377.57,5438.80,4272743.66,2055506.08,31036320.08,71870810.64,2242525020.23,563041008.56,19820296.14,56568033.57
1709769600000,2024-03-07,Total Asset Value (Dollar),864301.72,152366073.19,20349454.75,30010774203.25,103449204028.66,511913181.19,6613403.10,,32718216.89,1224366.90,12146879.77,135284241.21,98079840.16,4000992427.55,3227819874.19,39392887.40,649462235.51,40364.65,3155757790.62,735743941.90,97758428.33,65710.45,64489.50,787015.36,138020439.91,20002889.49,45922704.40,46273290.13,139167.81,2831104.40,5460.37,4294157.35,2074854.08,32188508.98,72155953.42,2277331566.40,564371241.49,19487195.28,57183668.38
1709856000000,2024-03-08,Total Asset Value (Dollar),864301.72,152386136.61,20447363.90,30574512947.79,104451281495.96,511913181.19,6648359.89,,32697051.50,1230175.90,12204510.57,135926096.45,98329120.54,4000992427.55,3182053005.07,39393897.78,649462235.51,40583.17,3291239552.52,735627542.84,113002446.26,66262.12,64773.18,790749.35,136886284.88,20084349.63,45939518.71,46278378.16,140018.64,2836687.83,5486.28,4305014.17,2092273.68,32340875.16,72826871.44,2300296990.46,565886960.71,19519780.52,57314906.69
1709942400000,2024-03-09,Total Asset Value (Dollar),864301.72,152406200.03,20422649.42,30614669630.84,106450748614.94,511913181.19,6648359.89,,32773293.19,1228672.82,12189598.56,135760015.94,98528384.52,4000992427.55,3189518934.20,39385637.87,649462235.51,40566.71,3291239552.52,735521765.43,113166619.83,66372.08,64562.75,789783.18,134476406.99,20100535.02,46696863.94,46279382.53,140511.87,2810887.50,5479.58,4326762.32,2095745.50,32686355.56,72737888.35,2301148494.53,569310178.50,19460536.46,57885161.09
1710028800000,2024-03-10,Total Asset Value (Dollar),864301.72,152426263.44,20386217.21,30997700769.00,106450914614.97,511913181.19,6658086.13,,32773293.16,1229139.02,12194223.74,135811528.21,98528384.52,4000992427.55,3268167079.07,39372974.89,649462235.51,40567.61,3291239552.52,735470892.19,113166619.83,66372.18,64561.01,790082.85,133623667.22,20100534.34,45975068.53,46282112.77,140512.01,2810846.12,5481.66,4326753.38,2095748.86,32646851.75,72765487.74,2282825565.37,571750565.28,19287537.08,57945973.74
1710115200000,2024-03-11,Total Asset Value (Dollar),864301.72,152446326.86,20395545.17,31306150194.15,106450996571.24,509640868.89,5661255.69,,32801626.54,1229362.57,12196441.59,135836229.27,98083555.94,4000992427.55,3227297009.91,39363986.96,649462235.51,40574.83,3241239552.52,735454351.95,128366112.84,66298.46,64633.55,790226.55,135815787.91,20110587.16,48802977.70,46309610.54,140485.38,2810511.50,5482.65,4326105.24,2093420.90,32718359.75,72778722.15,2332989624.99,571130746.43,19171825.88,57994640.21
1710201600000,2024-03-12,Total Asset Value (Dollar),864301.72,152466390.27,20099528.02,31228942756.36,106450514269.25,495672092.96,5651250.69,,32804293.26,1227958.35,12182510.34,135681071.84,96238473.85,4000992427.55,3195499245.58,39360064.72,649462235.51,40583.45,3080239552.52,734223324.09,53780314.86,66192.34,64654.09,789323.92,136496474.94,20127221.84,49335119.34,46305540.38,140082.06,2811734.30,5476.39,4330272.19,2090070.12,33059011.54,72695536.80,2353045738.77,573751879.18,19277454.49,58726634.57
1710288000000,2024-03-13,Total Asset Value (Dollar),864301.72,152486453.69,20114413.31,31511540021.61,106450354553.13,485672896.96,5722631.51,,32873457.04,1168309.73,12178286.39,135634028.11,96277626.65,4000992427.55,3213227969.12,39360064.72,649462235.51,40579.89,2930239552.52,734123006.03,69090794.89,66127.17,64581.66,789050.24,134706946.57,20097590.86,49072704.32,46307097.23,139842.22,2816825.84,5474.49,4323319.42,2088012.36,33223421.73,72670331.60,2362922025.37,576547713.50,19291310.60,58997753.51
1710374400000,2024-03-14,Total Asset Value (Dollar),857301.72,152506664.63,19827785.44,31364372316.23,106451399329.22,478674996.96,5753514.81,,32871658.77,1171088.53,12207252.24,135956631.43,94658587.59,4000992427.55,3189842822.77,39343716.16,649462235.51,40534.09,3011229241.72,733677944.26,76987221.28,66325.66,64710.51,790926.99,133893681.88,20101455.61,48264389.97,46298212.12,139890.93,2816391.40,5487.51,4321067.33,2094279.70,33652037.86,72843176.79,2380880220.75,579666433.67,19415194.66,56383376.17
1710460800000,2024-03-15,Total Asset Value (Dollar),857301.72,154526875.57,19546913.13,31728468082.06,106448583789.14,463675996.96,5836853.22,,32805818.28,1163608.53,12129281.82,135088246.35,93076486.40,4000992427.55,3269310474.28,39335874.43,649462235.51,40268.04,3010229241.72,733312832.11,84568789.71,65838.12,64368.11,894706.76,133256445.26,20036540.95,47024953.68,46299514.51,139282.96,2803158.04,5452.46,4310139.91,2078885.37,34827236.04,61494751.31,2391452709.90,577336645.81,19572260.58,57656858.28
1710547200000,2024-03-16,Total Asset Value (Dollar),857301.72,154547353.79,19631893.57,31809701633.31,106449162975.72,463675996.96,5841714.52,,32737771.86,1165164.19,12145497.80,135268849.60,93076486.40,4000992427.55,3256191722.06,39335725.71,649462235.51,40280.73,3010229241.72,733112314.37,84721981.91,65663.54,64367.73,895902.92,132612420.91,20018036.30,47187247.26,46283243.97,139187.50,2802036.15,5459.75,4307263.50,2073372.98,35131487.01,61576965.36,2393425427.38,581765346.10,19297473.00,59001815.82
1710633600000,2024-03-17,Total Asset Value (Dollar),857301.72,154567832.02,19642358.69,31746451291.66,106449153375.53,463675996.96,5843473.30,,32737771.86,1165138.53,12145230.32,135265870.57,92121560.52,4000992427.55,3222052119.86,39334989.86,649462235.51,40281.74,3010229241.72,732989148.51,84721734.85,65663.54,64367.73,895883.19,132893335.16,20018037.07,47026657.17,46284720.84,139180.27,2802036.15,5459.63,4307273.60,2073372.98,35020613.79,61575609.25,2409632815.72,591492499.10,19860362.77,59931176.22
1710720000000,2024-03-18,Total Asset Value (Dollar),847301.72,154588310.24,19622265.83,32070647904.19,106448561112.35,452635184.00,5860074.88,,32744249.26,1163559.35,12128769.15,135082536.56,92218706.64,4000992427.55,3232921229.29,39327383.57,649462235.51,40298.83,2997429241.72,732897725.12,107517837.79,229761.87,64327.57,894668.94,131669726.20,20009313.21,47031833.70,46276903.68,139126.42,2802463.06,5452.23,4306393.80,2072061.85,35328671.49,61492152.11,2414202809.32,591805238.69,19573334.83,60749243.26
1710806400000,2024-03-19,Total Asset Value (Dollar),847301.72,155608788.46,19605821.84,31951640130.43,107448187172.29,452635184.00,5892057.16,,32726679.08,1162584.25,12118604.91,134969333.70,91057366.31,4000992427.55,3233838578.72,39332022.59,649462235.51,40118.88,2890998582.72,732356806.39,130589097.86,256692.22,64379.61,785183.39,131580295.09,19990398.12,46593640.90,46278881.29,139071.70,2782885.26,5447.66,4279930.27,2071925.09,35164518.03,61440620.00,2419808512.18,599823448.36,19587065.67,63952973.91
1710892800000,2024-03-20,Total Asset Value (Dollar),847301.72,155629400.26,19940757.56,32080928342.03,107447678762.57,452635184.00,5895587.35,,33285268.67,1161236.01,12104551.07,134812810.89,90090767.27,4000992427.55,3221693080.36,39326086.43,649462235.51,40059.67,2737498581.72,732269351.07,82155699.62,255307.28,64169.60,784272.82,129626992.48,19937481.79,43836494.95,46280603.96,138946.36,2782544.36,5441.35,4280789.84,2060746.37,36051500.95,61369367.83,2422865919.71,606157866.44,19451467.56,64601573.71
1710979200000,2024-03-21,Total Asset Value (Dollar),847301.72,155650012.05,20070566.53,32588824712.42,107450714348.34,447669402.42,5907325.60,,33333052.04,1140603.24,12188729.25,135750334.12,89242661.11,4000992425.55,3200982582.70,39325386.43,649462235.51,40203.10,2682498580.72,732262133.80,89791758.53,258227.00,64666.25,789726.85,129101386.64,19992874.34,43494693.79,46279696.09,140089.65,2818394.75,5479.19,4286781.39,2084313.30,36442669.32,61796146.32,2423958115.26,622711726.94,19454906.29,65504815.99
1711065600000,2024-03-22,Total Asset Value (Dollar),847301.72,155670623.84,19738660.69,32808227433.33,107447729461.07,447669402.42,5911315.09,,33582838.26,1132862.59,12106011.06,134829071.39,87746524.72,4000992425.55,3217359661.11,39315386.43,649462235.51,39664.29,2622415529.72,731982830.33,21099205.78,257265.29,64418.00,784367.41,125173103.87,19926650.84,43613464.71,46280290.83,138617.76,2813542.52,5442.00,4286820.59,2076550.69,36620878.78,61376769.92,2422437497.36,630556801.46,19450600.02,67975712.85
1711152000000,2024-03-23,Total Asset Value (Dollar),847301.72,155691235.64,19738624.34,32829430340.74,107447684196.34,447669402.42,5928904.73,,33602284.54,1132860.51,12105988.77,134828823.14,87746524.72,4000992425.55,3245174169.16,39297766.49,649462235.51,39666.70,2622415529.72,732160209.26,21191439.57,255061.38,64012.35,784365.97,124674423.41,19849572.40,43698582.08,46280598.86,137957.40,2798712.97,5441.99,4259940.82,2058761.57,37231603.00,61376656.91,2424485894.03,642033885.07,19431360.88,68632392.47
1711238400000,2024-03-24,Total Asset Value (Dollar),847301.72,155711847.43,19692013.81,32820348543.02,107446658193.01,447669402.42,5928340.19,,33602284.54,1130185.38,12077401.84,134510440.10,87746524.72,4000992425.55,3258196717.18,39291392.32,649462235.51,39664.36,2622415529.72,732153165.00,29000116.41,255061.38,64013.89,782513.78,124624190.94,19849572.72,43379587.47,46281616.52,137961.07,2798731.24,5429.14,4259945.11,2058761.57,37028606.04,61231722.87,2424179890.34,643818862.59,19489948.74,70214994.41
1711324800000,2024-03-25,Total Asset Value (Dollar),847301.72,155732459.22,19557758.92,33045316196.81,107495543602.06,428680783.73,5730877.85,,33614371.49,1127291.25,12046474.47,134165990.62,87238198.25,4000992425.55,3238774686.95,39290620.88,649462235.51,39663.57,2621415429.72,732196869.51,36645180.47,242673.41,64025.72,780509.94,124303568.68,19838673.56,44114580.93,46284137.44,137922.92,2799453.36,5415.24,4260253.95,2059062.54,37708330.70,61074922.88,2426435278.13,645952511.83,19464371.75,72067456.01
1711411200000,2024-03-26,Total Asset Value (Dollar),847301.72,155953071.02,19637489.80,33091505361.01,107496732792.03,420982075.73,5737343.31,,33607171.50,1130325.14,12078895.28,134527072.98,85566088.79,4000992425.55,3243870446.94,39273268.42,649462235.51,39581.47,2626707778.72,732074779.80,44399557.84,243509.93,64147.71,782610.54,124458267.77,19892497.38,45272284.19,46291245.35,138345.69,2814805.88,5429.81,4261017.50,4027704.86,37675845.64,61239294.47,2427326531.34,658893005.77,19746068.73,74370757.52
1711497600000,2024-03-27,Total Asset Value (Dollar),847301.72,155973682.81,19577222.91,32895867535.69,107566521384.73,420982076.73,5738780.95,,33591444.28,1129752.57,12072776.67,134458927.84,83245547.08,4000992425.55,3198754360.76,39273168.42,649462235.51,39399.93,2566046921.73,731877252.35,44343638.07,243451.52,64149.54,782214.10,124249480.75,19897707.04,45757666.98,46292639.98,138232.70,2812826.30,5427.06,4255158.26,2719356.00,38269086.19,61208273.50,2426420311.02,669432689.42,19317782.12,74309734.24
1711584000000,2024-03-28,Total Asset Value (Dollar),847301.72,155994294.60,19555985.57,33251038557.55,107565748729.82,420982077.73,5742296.31,,33614921.32,1127747.01,12051344.84,134220233.66,82064117.15,4000992425.55,3207346332.10,41262395.83,649462235.51,39317.01,2549846920.74,731822391.25,51958158.36,242944.06,64144.61,888957.80,123757962.53,19848667.60,45830774.65,46294172.36,138132.86,2804431.19,5417.43,3546740.95,5975331.54,38734370.67,61099615.35,2445220406.57,675412168.75,18585696.82,75134491.76
1711670400000,2024-03-29,Total Asset Value (Dollar),847748.72,156014906.40,19472866.69,33284572366.05,107564887306.63,420982077.73,5746981.04,,33600018.44,1125517.22,12027516.82,133954852.40,80635355.27,4000992425.55,3230501336.30,41254693.51,649462235.51,39504.65,2549846920.74,731864973.59,29715871.40,242643.00,64373.44,887200.15,125036909.26,19831249.19,45544210.99,46295381.19,138190.86,2791281.90,5406.72,3547161.39,5967926.96,38722458.18,60978808.72,2438511376.66,689252523.55,18590878.85,75381383.84
1711756800000,2024-03-30,Total Asset Value (Dollar),847748.72,156035518.19,19300328.20,33289750489.50,107564935146.71,420982077.73,5750880.56,,33610981.60,1125622.55,12028642.47,133967389.12,80635355.27,4000992425.55,3240466248.18,41227980.62,649462235.51,39482.79,2549846920.74,731886995.85,29796582.46,242784.52,64403.24,887283.18,124859641.03,19839415.05,45452333.37,46296500.82,138214.97,2791458.14,5407.22,3548356.04,5971407.65,38736379.55,60984515.68,2439694763.81,700693565.78,19029487.59,76889953.42
1711843200000,2024-03-31,Total Asset Value (Dollar),847748.72,151945205.60,19307731.56,33378703676.08,107565098884.75,420982077.73,5758372.54,2512611.70,34143781.30,1126054.33,12033256.50,134018777.26,80635355.27,4000992425.50,3231338261.86,41244676.39,649462235.51,39482.69,2549846920.74,731328906.92,37522547.35,1513250.05,72820.40,887623.53,124415368.85,19837357.02,44819917.76,46297605.57,138214.99,2791458.14,5409.30,3548357.93,5971371.32,38618827.72,61007908.54,2438735031.06,701110123.30,19167407.67,77086647.15
1711929600000,2024-04-01,Total Asset Value (Dollar),847748.72,156076741.78,19330900.72,33446492671.97,107564978157.84,420982077.73,5761237.82,2522311.41,34139221.68,1125718.50,12029667.81,133978808.70,79631439.70,4000992425.50,3236531580.13,41122404.51,649462235.51,39475.13,2567540420.74,729395692.20,37440655.81,1516905.57,72866.28,887358.81,123898312.26,19865938.29,44173010.19,46298897.86,138349.19,2791745.74,5407.68,3549231.51,5985796.23,38544690.97,60989714.09,2460789456.55,717674742.82,19174726.13,77588788.78
1712016000000,2024-04-02,Total Asset Value (Dollar),847748.72,81800970.52,19234563.21,33861107543.47,108712712165.45,408931950.23,6871986.43,2494301.93,34118795.31,1221893.43,11966910.32,133279855.54,79148889.70,4000992424.98,3270805066.03,45230440.55,649462235.51,39340.80,2520040419.75,728467433.04,37627455.66,1589625.32,72587.76,882729.56,122579723.25,19791367.36,42936140.45,46300539.02,137358.74,2769480.14,5379.47,3534447.48,2050191.19,38498547.35,60671537.25,2461697535.73,730371518.44,19216305.16,76647876.15
1712102400000,2024-04-03,Total Asset Value (Dollar),847748.72,81811677.07,19267160.24,33853757211.94,109713944959.64,408931950.23,6875651.64,2497096.71,34123814.76,1225376.76,12001025.16,133659805.04,78704663.89,4000992424.98,3261044032.58,45230440.55,649462235.51,39221.11,2510340559.75,725344543.52,53447008.39,1507279.34,72637.88,885246.01,121169337.97,19808350.54,42864678.06,46302012.35,137681.03,2763430.79,5394.81,3532440.01,5966653.18,38419241.26,60844497.53,2451016652.88,728212392.46,19210641.99,75945804.16
